Q2_center	xbj_center       N_total	
3.425	0.3075	2.64903e+07
3.425	0.3125	2.63158e+07
3.425	0.3175	2.40505e+07
3.425	0.3225	2.43989e+07
3.425	0.3275	2.39268e+07
3.425	0.3325	2.33042e+07
3.425	0.3375	2.21358e+07
3.425	0.3425	2.12946e+07
3.425	0.3475	2.02755e+07
3.425	0.3525	2.03568e+07
3.425	0.3575	2.00474e+07
3.425	0.3625	1.95412e+07
3.425	0.3675	1.84715e+07
3.425	0.3725	1.83318e+07
3.425	0.3775	1.74758e+07
3.425	0.3825	1.62067e+07
3.425	0.3875	1.66268e+07
3.425	0.3925	1.60569e+07
3.425	0.3975	1.57093e+07
3.425	0.4025	1.46997e+07
3.425	0.4075	1.52398e+07
3.425	0.4125	1.42568e+07
3.425	0.4175	1.45056e+07
3.425	0.4225	1.31871e+07
3.425	0.4275	1.30779e+07
3.425	0.4325	1.23281e+07
3.425	0.4375	1.23257e+07
3.425	0.4425	1.28951e+07
3.425	0.4475	1.22563e+07
3.425	0.4525	1.21255e+07
3.425	0.4575	1.16078e+07
3.425	0.4625	1.08338e+07
3.425	0.4675	1.04603e+07
3.425	0.4725	1.00697e+07
3.425	0.4775	1.04675e+07
3.425	0.4825	9.93132e+06
3.425	0.4875	9.52332e+06
3.425	0.4925	9.37583e+06
3.425	0.4975	8.99171e+06
3.425	0.5025	8.89722e+06
3.425	0.5075	8.03577e+06
3.425	0.5125	7.94371e+06
3.425	0.5175	7.99187e+06
3.425	0.5225	8.11434e+06
3.425	0.5275	7.21146e+06
3.425	0.5325	7.13361e+06
3.425	0.5375	7.04583e+06
3.425	0.5425	7.32326e+06
3.425	0.5475	6.66614e+06
3.425	0.5525	6.57684e+06
3.425	0.5575	6.25059e+06
3.425	0.5625	5.91017e+06
3.425	0.5675	5.8106e+06
3.425	0.5725	5.38079e+06
3.425	0.5775	4.84667e+06
3.425	0.5825	4.89586e+06
3.425	0.5875	4.79732e+06
3.425	0.5925	4.97813e+06
3.425	0.5975	4.6729e+06
3.425	0.6025	4.76156e+06
3.425	0.6075	4.69251e+06
3.425	0.6125	4.26565e+06
3.425	0.6175	3.88487e+06
3.425	0.6225	4.17455e+06
3.425	0.6275	4.30749e+06
3.425	0.6325	3.86362e+06
3.425	0.6375	3.76314e+06
3.425	0.6425	3.63875e+06
3.425	0.6475	3.47829e+06
3.425	0.6525	3.2255e+06
3.425	0.6575	3.228e+06
3.425	0.6625	3.07977e+06
3.425	0.6675	3.19155e+06
3.425	0.6725	3.23325e+06
3.425	0.6775	3.01258e+06
3.425	0.6825	2.87469e+06
3.425	0.6875	2.73981e+06
3.425	0.6925	2.73509e+06
3.425	0.6975	2.57325e+06
3.425	0.7025	2.35257e+06
3.425	0.7075	2.46191e+06
3.425	0.7125	2.27516e+06
3.425	0.7175	2.23389e+06
3.425	0.7225	1.95536e+06
3.425	0.7275	1.96214e+06
3.425	0.7325	1.91401e+06
3.425	0.7375	1.92568e+06
3.425	0.7425	1.85179e+06
3.425	0.7475	1.78168e+06
3.425	0.7525	1.67562e+06
3.425	0.7575	1.6637e+06
3.425	0.7625	1.64396e+06
3.425	0.7675	1.57437e+06
3.425	0.7725	1.49651e+06
3.425	0.7775	1.29404e+06
3.425	0.7825	1.28836e+06
3.425	0.7875	1.34074e+06
3.425	0.7925	1.34851e+06
3.425	0.7975	1.2897e+06
3.425	0.8025	1.25727e+06
3.425	0.8075	1.16655e+06
3.425	0.8125	1.19112e+06
3.425	0.8175	1.21118e+06
3.425	0.8225	1.04585e+06
3.425	0.8275	1.02672e+06
3.425	0.8325	977237
3.425	0.8375	928843
3.425	0.8425	883247
3.425	0.8475	942832
3.425	0.8525	899743
3.425	0.8575	885038
3.425	0.8625	863246
3.425	0.8675	842827
3.425	0.8725	780975
3.425	0.8775	714047
3.425	0.8825	727472
3.425	0.8875	731933
3.425	0.8925	692363
3.425	0.8975	638980
3.425	0.9025	651675
3.425	0.9075	578397
3.425	0.9125	555370
3.425	0.9175	588115
3.425	0.9225	595939
3.425	0.9275	589416
3.425	0.9325	544244
3.425	0.9375	540911
3.425	0.9425	548270
3.425	0.9475	525596
3.425	0.9525	450652
3.425	0.9575	415537
3.425	0.9625	443165
3.425	0.9675	447217
3.425	0.9725	459431
3.425	0.9775	403214
3.425	0.9825	366412
3.425	0.9875	374252
3.425	0.9925	408903
3.425	0.9975	400754
3.475	0.2675	44004.4
3.475	0.2725	1308.99
3.475	0.2775	3.62656e+06
3.475	0.2825	9.33283e+06
3.475	0.2875	1.02852e+07
3.475	0.2925	1.83684e+07
3.475	0.2975	2.11426e+07
3.475	0.3025	1.99642e+07
3.475	0.3075	2.36283e+07
3.475	0.3125	2.51663e+07
3.475	0.3175	2.4925e+07
3.475	0.3225	2.29432e+07
3.475	0.3275	2.2854e+07
3.475	0.3325	2.26708e+07
3.475	0.3375	2.2179e+07
3.475	0.3425	2.06916e+07
3.475	0.3475	2.0479e+07
3.475	0.3525	1.90671e+07
3.475	0.3575	1.9444e+07
3.475	0.3625	1.89384e+07
3.475	0.3675	1.85711e+07
3.475	0.3725	1.76161e+07
3.475	0.3775	1.82745e+07
3.475	0.3825	1.70398e+07
3.475	0.3875	1.53316e+07
3.475	0.3925	1.57062e+07
3.475	0.3975	1.51149e+07
3.475	0.4025	1.44109e+07
3.475	0.4075	1.40521e+07
3.475	0.4125	1.4163e+07
3.475	0.4175	1.44599e+07
3.475	0.4225	1.37345e+07
3.475	0.4275	1.26195e+07
3.475	0.4325	1.24556e+07
3.475	0.4375	1.20868e+07
3.475	0.4425	1.21146e+07
3.475	0.4475	1.17922e+07
3.475	0.4525	1.14946e+07
3.475	0.4575	1.16679e+07
3.475	0.4625	1.13821e+07
3.475	0.4675	1.01245e+07
3.475	0.4725	9.92145e+06
3.475	0.4775	9.64909e+06
3.475	0.4825	1.00187e+07
3.475	0.4875	9.5709e+06
3.475	0.4925	9.16934e+06
3.475	0.4975	9.09441e+06
3.475	0.5025	8.5324e+06
3.475	0.5075	8.56854e+06
3.475	0.5125	7.77114e+06
3.475	0.5175	7.13625e+06
3.475	0.5225	7.44326e+06
3.475	0.5275	7.73406e+06
3.475	0.5325	7.31325e+06
3.475	0.5375	6.66561e+06
3.475	0.5425	6.56163e+06
3.475	0.5475	6.67742e+06
3.475	0.5525	6.53325e+06
3.475	0.5575	5.99592e+06
3.475	0.5625	6.31688e+06
3.475	0.5675	5.8028e+06
3.475	0.5725	5.92422e+06
3.475	0.5775	5.73074e+06
3.475	0.5825	5.11615e+06
3.475	0.5875	4.71343e+06
3.475	0.5925	4.69782e+06
3.475	0.5975	4.54596e+06
3.475	0.6025	4.50096e+06
3.475	0.6075	4.44401e+06
3.475	0.6125	4.49984e+06
3.475	0.6175	4.27799e+06
3.475	0.6225	3.92752e+06
3.475	0.6275	3.51551e+06
3.475	0.6325	3.8096e+06
3.475	0.6375	3.80696e+06
3.475	0.6425	3.56125e+06
3.475	0.6475	3.53076e+06
3.475	0.6525	3.23243e+06
3.475	0.6575	3.02339e+06
3.475	0.6625	3.07308e+06
3.475	0.6675	2.95573e+06
3.475	0.6725	2.87459e+06
3.475	0.6775	2.90748e+06
3.475	0.6825	2.76088e+06
3.475	0.6875	2.75733e+06
3.475	0.6925	2.6392e+06
3.475	0.6975	2.49552e+06
3.475	0.7025	2.3518e+06
3.475	0.7075	2.37008e+06
3.475	0.7125	2.32167e+06
3.475	0.7175	2.2807e+06
3.475	0.7225	2.22767e+06
3.475	0.7275	1.90533e+06
3.475	0.7325	1.94496e+06
3.475	0.7375	1.83048e+06
3.475	0.7425	1.82951e+06
3.475	0.7475	1.80097e+06
3.475	0.7525	1.53646e+06
3.475	0.7575	1.5391e+06
3.475	0.7625	1.38043e+06
3.475	0.7675	1.49071e+06
3.475	0.7725	1.44065e+06
3.475	0.7775	1.45866e+06
3.475	0.7825	1.39542e+06
3.475	0.7875	1.22623e+06
3.475	0.7925	1.10495e+06
3.475	0.7975	1.21837e+06
3.475	0.8025	1.13403e+06
3.475	0.8075	1.12933e+06
3.475	0.8125	1.05336e+06
3.475	0.8175	1.01997e+06
3.475	0.8225	1.11113e+06
3.475	0.8275	1.10452e+06
3.475	0.8325	1.0756e+06
3.475	0.8375	959416
3.475	0.8425	866495
3.475	0.8475	806334
3.475	0.8525	786584
3.475	0.8575	830684
3.475	0.8625	789127
3.475	0.8675	734570
3.475	0.8725	726049
3.475	0.8775	685670
3.475	0.8825	657469
3.475	0.8875	640797
3.475	0.8925	665858
3.475	0.8975	678743
3.475	0.9025	565433
3.475	0.9075	640066
3.475	0.9125	590721
3.475	0.9175	537397
3.475	0.9225	532029
3.475	0.9275	536012
3.475	0.9325	508381
3.475	0.9375	494315
3.475	0.9425	539198
3.475	0.9475	468000
3.475	0.9525	463472
3.475	0.9575	458601
3.475	0.9625	454269
3.475	0.9675	422671
3.475	0.9725	384066
3.475	0.9775	369262
3.475	0.9825	366451
3.475	0.9875	386349
3.475	0.9925	324912
3.475	0.9975	294313
3.525	0.2825	1.6976e+06
3.525	0.2875	7.74384e+06
3.525	0.2925	8.48682e+06
3.525	0.2975	1.297e+07
3.525	0.3025	1.90637e+07
3.525	0.3075	1.90599e+07
3.525	0.3125	2.03752e+07
3.525	0.3175	2.31671e+07
3.525	0.3225	2.32104e+07
3.525	0.3275	2.19625e+07
3.525	0.3325	2.2596e+07
3.525	0.3375	2.12818e+07
3.525	0.3425	2.08391e+07
3.525	0.3475	1.94805e+07
3.525	0.3525	1.89799e+07
3.525	0.3575	1.8535e+07
3.525	0.3625	1.83948e+07
3.525	0.3675	1.73776e+07
3.525	0.3725	1.73795e+07
3.525	0.3775	1.67004e+07
3.525	0.3825	1.71001e+07
3.525	0.3875	1.63332e+07
3.525	0.3925	1.57604e+07
3.525	0.3975	1.50782e+07
3.525	0.4025	1.4054e+07
3.525	0.4075	1.35332e+07
3.525	0.4125	1.32648e+07
3.525	0.4175	1.30776e+07
3.525	0.4225	1.35723e+07
3.525	0.4275	1.3405e+07
3.525	0.4325	1.19654e+07
3.525	0.4375	1.21707e+07
3.525	0.4425	1.11357e+07
3.525	0.4475	1.14788e+07
3.525	0.4525	1.11225e+07
3.525	0.4575	1.088e+07
3.525	0.4625	1.04368e+07
3.525	0.4675	1.02143e+07
3.525	0.4725	1.00958e+07
3.525	0.4775	9.4207e+06
3.525	0.4825	9.09624e+06
3.525	0.4875	9.55559e+06
3.525	0.4925	9.0373e+06
3.525	0.4975	8.68672e+06
3.525	0.5025	8.34025e+06
3.525	0.5075	8.15637e+06
3.525	0.5125	7.71478e+06
3.525	0.5175	7.4085e+06
3.525	0.5225	6.79426e+06
3.525	0.5275	6.58267e+06
3.525	0.5325	7.08043e+06
3.525	0.5375	7.16712e+06
3.525	0.5425	6.41637e+06
3.525	0.5475	6.07335e+06
3.525	0.5525	5.93449e+06
3.525	0.5575	6.28542e+06
3.525	0.5625	5.82302e+06
3.525	0.5675	5.33965e+06
3.525	0.5725	5.81946e+06
3.525	0.5775	5.21336e+06
3.525	0.5825	5.25154e+06
3.525	0.5875	4.86121e+06
3.525	0.5925	4.59122e+06
3.525	0.5975	4.53725e+06
3.525	0.6025	4.60027e+06
3.525	0.6075	4.52709e+06
3.525	0.6125	4.1101e+06
3.525	0.6175	4.06018e+06
3.525	0.6225	4.35197e+06
3.525	0.6275	3.92656e+06
3.525	0.6325	3.60754e+06
3.525	0.6375	3.18268e+06
3.525	0.6425	3.3686e+06
3.525	0.6475	3.47867e+06
3.525	0.6525	3.11199e+06
3.525	0.6575	3.22698e+06
3.525	0.6625	2.99391e+06
3.525	0.6675	2.79111e+06
3.525	0.6725	2.82833e+06
3.525	0.6775	2.60873e+06
3.525	0.6825	2.6298e+06
3.525	0.6875	2.54504e+06
3.525	0.6925	2.55952e+06
3.525	0.6975	2.47135e+06
3.525	0.7025	2.34391e+06
3.525	0.7075	2.11207e+06
3.525	0.7125	2.17463e+06
3.525	0.7175	2.01755e+06
3.525	0.7225	2.09457e+06
3.525	0.7275	1.98759e+06
3.525	0.7325	1.87268e+06
3.525	0.7375	1.81264e+06
3.525	0.7425	1.6728e+06
3.525	0.7475	1.65346e+06
3.525	0.7525	1.68308e+06
3.525	0.7575	1.65105e+06
3.525	0.7625	1.46667e+06
3.525	0.7675	1.31334e+06
3.525	0.7725	1.36982e+06
3.525	0.7775	1.31874e+06
3.525	0.7825	1.35634e+06
3.525	0.7875	1.35924e+06
3.525	0.7925	1.35959e+06
3.525	0.7975	1.23562e+06
3.525	0.8025	1.0544e+06
3.525	0.8075	1.08485e+06
3.525	0.8125	1.15092e+06
3.525	0.8175	971458
3.525	0.8225	867421
3.525	0.8275	914518
3.525	0.8325	969598
3.525	0.8375	988179
3.525	0.8425	983199
3.525	0.8475	834840
3.525	0.8525	750186
3.525	0.8575	668796
3.525	0.8625	713071
3.525	0.8675	712152
3.525	0.8725	732897
3.525	0.8775	753349
3.525	0.8825	697079
3.525	0.8875	663081
3.525	0.8925	612727
3.525	0.8975	604329
3.525	0.9025	582032
3.525	0.9075	547885
3.525	0.9125	578124
3.525	0.9175	511245
3.525	0.9225	517225
3.525	0.9275	492008
3.525	0.9325	481625
3.525	0.9375	487328
3.525	0.9425	438473
3.525	0.9475	483292
3.525	0.9525	443124
3.525	0.9575	443125
3.525	0.9625	407303
3.525	0.9675	398018
3.525	0.9725	437670
3.525	0.9775	381710
3.525	0.9825	334455
3.525	0.9875	345619
3.525	0.9925	334715
3.525	0.9975	336614
3.575	0.2875	444215
3.575	0.2925	5.27314e+06
3.575	0.2975	7.90886e+06
3.575	0.3025	8.21069e+06
3.575	0.3075	1.55711e+07
3.575	0.3125	1.80611e+07
3.575	0.3175	1.82913e+07
3.575	0.3225	1.9657e+07
3.575	0.3275	2.12411e+07
3.575	0.3325	2.06673e+07
3.575	0.3375	2.09835e+07
3.575	0.3425	1.94717e+07
3.575	0.3475	1.96469e+07
3.575	0.3525	1.85401e+07
3.575	0.3575	1.82331e+07
3.575	0.3625	1.79023e+07
3.575	0.3675	1.74336e+07
3.575	0.3725	1.73331e+07
3.575	0.3775	1.64325e+07
3.575	0.3825	1.59237e+07
3.575	0.3875	1.58593e+07
3.575	0.3925	1.60353e+07
3.575	0.3975	1.51956e+07
3.575	0.4025	1.43083e+07
3.575	0.4075	1.36669e+07
3.575	0.4125	1.33079e+07
3.575	0.4175	1.26686e+07
3.575	0.4225	1.26648e+07
3.575	0.4275	1.25834e+07
3.575	0.4325	1.2639e+07
3.575	0.4375	1.10725e+07
3.575	0.4425	1.13339e+07
3.575	0.4475	1.11279e+07
3.575	0.4525	1.05692e+07
3.575	0.4575	9.91177e+06
3.575	0.4625	1.03096e+07
3.575	0.4675	9.82423e+06
3.575	0.4725	9.78399e+06
3.575	0.4775	9.4374e+06
3.575	0.4825	8.55037e+06
3.575	0.4875	8.43142e+06
3.575	0.4925	8.67182e+06
3.575	0.4975	8.40906e+06
3.575	0.5025	8.25987e+06
3.575	0.5075	7.6269e+06
3.575	0.5125	7.42803e+06
3.575	0.5175	6.96886e+06
3.575	0.5225	7.28926e+06
3.575	0.5275	6.96295e+06
3.575	0.5325	6.55902e+06
3.575	0.5375	6.48458e+06
3.575	0.5425	6.51519e+06
3.575	0.5475	5.91938e+06
3.575	0.5525	5.83717e+06
3.575	0.5575	5.54635e+06
3.575	0.5625	5.4736e+06
3.575	0.5675	5.53547e+06
3.575	0.5725	5.12506e+06
3.575	0.5775	5.30073e+06
3.575	0.5825	5.06631e+06
3.575	0.5875	4.91732e+06
3.575	0.5925	4.77726e+06
3.575	0.5975	4.389e+06
3.575	0.6025	4.08573e+06
3.575	0.6075	3.97791e+06
3.575	0.6125	4.25103e+06
3.575	0.6175	4.00338e+06
3.575	0.6225	3.82352e+06
3.575	0.6275	4.00607e+06
3.575	0.6325	3.54283e+06
3.575	0.6375	3.25561e+06
3.575	0.6425	3.13821e+06
3.575	0.6475	3.1774e+06
3.575	0.6525	3.25544e+06
3.575	0.6575	2.97684e+06
3.575	0.6625	2.99257e+06
3.575	0.6675	3.00153e+06
3.575	0.6725	2.67638e+06
3.575	0.6775	2.47055e+06
3.575	0.6825	2.52192e+06
3.575	0.6875	2.31628e+06
3.575	0.6925	2.15512e+06
3.575	0.6975	2.37151e+06
3.575	0.7025	2.34315e+06
3.575	0.7075	2.29417e+06
3.575	0.7125	2.08018e+06
3.575	0.7175	2.07413e+06
3.575	0.7225	1.91092e+06
3.575	0.7275	1.86191e+06
3.575	0.7325	1.74882e+06
3.575	0.7375	1.87955e+06
3.575	0.7425	1.69695e+06
3.575	0.7475	1.56733e+06
3.575	0.7525	1.51015e+06
3.575	0.7575	1.36541e+06
3.575	0.7625	1.52843e+06
3.575	0.7675	1.48467e+06
3.575	0.7725	1.30105e+06
3.575	0.7775	1.22971e+06
3.575	0.7825	1.1666e+06
3.575	0.7875	1.20937e+06
3.575	0.7925	1.2647e+06
3.575	0.7975	1.14881e+06
3.575	0.8025	1.24505e+06
3.575	0.8075	1.09429e+06
3.575	0.8125	1.03502e+06
3.575	0.8175	1.02579e+06
3.575	0.8225	1.02882e+06
3.575	0.8275	961331
3.575	0.8325	866534
3.575	0.8375	906298
3.575	0.8425	832706
3.575	0.8475	809838
3.575	0.8525	811130
3.575	0.8575	717881
3.575	0.8625	681275
3.575	0.8675	725862
3.575	0.8725	655106
3.575	0.8775	641265
3.575	0.8825	622783
3.575	0.8875	631986
3.575	0.8925	606838
3.575	0.8975	596808
3.575	0.9025	604128
3.575	0.9075	504372
3.575	0.9125	510684
3.575	0.9175	484931
3.575	0.9225	506670
3.575	0.9275	494410
3.575	0.9325	429535
3.575	0.9375	424427
3.575	0.9425	452849
3.575	0.9475	391810
3.575	0.9525	419560
3.575	0.9575	403755
3.575	0.9625	420944
3.575	0.9675	415800
3.575	0.9725	426551
3.575	0.9775	359922
3.575	0.9825	359847
3.575	0.9875	360609
3.575	0.9925	324048
3.575	0.9975	296938
3.625	0.2975	2.80221e+06
3.625	0.3025	6.84231e+06
3.625	0.3075	6.61146e+06
3.625	0.3125	1.11108e+07
3.625	0.3175	1.65614e+07
3.625	0.3225	1.68585e+07
3.625	0.3275	1.72225e+07
3.625	0.3325	1.83554e+07
3.625	0.3375	1.96706e+07
3.625	0.3425	1.96293e+07
3.625	0.3475	1.87059e+07
3.625	0.3525	1.85406e+07
3.625	0.3575	1.71852e+07
3.625	0.3625	1.69556e+07
3.625	0.3675	1.70486e+07
3.625	0.3725	1.68779e+07
3.625	0.3775	1.64615e+07
3.625	0.3825	1.52914e+07
3.625	0.3875	1.48537e+07
3.625	0.3925	1.49976e+07
3.625	0.3975	1.48563e+07
3.625	0.4025	1.4011e+07
3.625	0.4075	1.36334e+07
3.625	0.4125	1.3169e+07
3.625	0.4175	1.25186e+07
3.625	0.4225	1.18994e+07
3.625	0.4275	1.13906e+07
3.625	0.4325	1.15221e+07
3.625	0.4375	1.15096e+07
3.625	0.4425	1.05567e+07
3.625	0.4475	1.01392e+07
3.625	0.4525	1.01898e+07
3.625	0.4575	9.78013e+06
3.625	0.4625	9.44341e+06
3.625	0.4675	9.66428e+06
3.625	0.4725	9.34185e+06
3.625	0.4775	9.4463e+06
3.625	0.4825	8.72934e+06
3.625	0.4875	8.2232e+06
3.625	0.4925	7.78634e+06
3.625	0.4975	7.76193e+06
3.625	0.5025	7.77994e+06
3.625	0.5075	7.84858e+06
3.625	0.5125	7.57069e+06
3.625	0.5175	7.08898e+06
3.625	0.5225	6.68515e+06
3.625	0.5275	6.86343e+06
3.625	0.5325	6.77159e+06
3.625	0.5375	6.39713e+06
3.625	0.5425	6.27348e+06
3.625	0.5475	5.68864e+06
3.625	0.5525	5.94817e+06
3.625	0.5575	5.77728e+06
3.625	0.5625	5.27907e+06
3.625	0.5675	5.01701e+06
3.625	0.5725	5.41038e+06
3.625	0.5775	4.92676e+06
3.625	0.5825	4.79933e+06
3.625	0.5875	4.7432e+06
3.625	0.5925	4.63543e+06
3.625	0.5975	4.55702e+06
3.625	0.6025	4.17794e+06
3.625	0.6075	4.03158e+06
3.625	0.6125	3.94778e+06
3.625	0.6175	3.97381e+06
3.625	0.6225	3.81888e+06
3.625	0.6275	3.6755e+06
3.625	0.6325	3.52461e+06
3.625	0.6375	3.46677e+06
3.625	0.6425	3.41744e+06
3.625	0.6475	2.8458e+06
3.625	0.6525	2.83684e+06
3.625	0.6575	2.86993e+06
3.625	0.6625	2.93965e+06
3.625	0.6675	2.95756e+06
3.625	0.6725	2.88065e+06
3.625	0.6775	2.62953e+06
3.625	0.6825	2.53552e+06
3.625	0.6875	2.43958e+06
3.625	0.6925	2.3892e+06
3.625	0.6975	2.08653e+06
3.625	0.7025	2.07713e+06
3.625	0.7075	2.1974e+06
3.625	0.7125	2.05313e+06
3.625	0.7175	1.97348e+06
3.625	0.7225	1.94306e+06
3.625	0.7275	1.7778e+06
3.625	0.7325	1.72392e+06
3.625	0.7375	1.6552e+06
3.625	0.7425	1.54814e+06
3.625	0.7475	1.5746e+06
3.625	0.7525	1.51224e+06
3.625	0.7575	1.47627e+06
3.625	0.7625	1.36042e+06
3.625	0.7675	1.3143e+06
3.625	0.7725	1.32662e+06
3.625	0.7775	1.28717e+06
3.625	0.7825	1.22478e+06
3.625	0.7875	1.06374e+06
3.625	0.7925	1.02678e+06
3.625	0.7975	1.07393e+06
3.625	0.8025	1.056e+06
3.625	0.8075	1.16903e+06
3.625	0.8125	1.08957e+06
3.625	0.8175	935286
3.625	0.8225	887930
3.625	0.8275	898660
3.625	0.8325	930576
3.625	0.8375	829788
3.625	0.8425	756359
3.625	0.8475	774333
3.625	0.8525	782403
3.625	0.8575	715167
3.625	0.8625	678648
3.625	0.8675	682074
3.625	0.8725	621552
3.625	0.8775	648822
3.625	0.8825	599712
3.625	0.8875	597267
3.625	0.8925	568565
3.625	0.8975	541901
3.625	0.9025	514962
3.625	0.9075	487918
3.625	0.9125	489793
3.625	0.9175	491585
3.625	0.9225	433033
3.625	0.9275	444718
3.625	0.9325	457063
3.625	0.9375	458222
3.625	0.9425	430005
3.625	0.9475	431436
3.625	0.9525	408050
3.625	0.9575	416399
3.625	0.9625	356902
3.625	0.9675	358580
3.625	0.9725	377489
3.625	0.9775	351207
3.625	0.9825	357687
3.625	0.9875	344552
3.625	0.9925	330449
3.625	0.9975	325529
3.675	0.3025	819929
3.675	0.3075	4.93806e+06
3.675	0.3125	6.32355e+06
3.675	0.3175	7.65848e+06
3.675	0.3225	1.3283e+07
3.675	0.3275	1.60057e+07
3.675	0.3325	1.57056e+07
3.675	0.3375	1.56495e+07
3.675	0.3425	1.79206e+07
3.675	0.3475	1.84799e+07
3.675	0.3525	1.77431e+07
3.675	0.3575	1.70487e+07
3.675	0.3625	1.64752e+07
3.675	0.3675	1.65441e+07
3.675	0.3725	1.56559e+07
3.675	0.3775	1.57426e+07
3.675	0.3825	1.55598e+07
3.675	0.3875	1.37438e+07
3.675	0.3925	1.39102e+07
3.675	0.3975	1.40085e+07
3.675	0.4025	1.37429e+07
3.675	0.4075	1.35002e+07
3.675	0.4125	1.27191e+07
3.675	0.4175	1.25401e+07
3.675	0.4225	1.2086e+07
3.675	0.4275	1.18019e+07
3.675	0.4325	1.12716e+07
3.675	0.4375	1.09506e+07
3.675	0.4425	1.05929e+07
3.675	0.4475	1.04676e+07
3.675	0.4525	9.64755e+06
3.675	0.4575	9.59378e+06
3.675	0.4625	9.47319e+06
3.675	0.4675	8.83624e+06
3.675	0.4725	8.75591e+06
3.675	0.4775	9.07242e+06
3.675	0.4825	8.08097e+06
3.675	0.4875	8.24166e+06
3.675	0.4925	7.98537e+06
3.675	0.4975	7.70805e+06
3.675	0.5025	7.04464e+06
3.675	0.5075	7.57977e+06
3.675	0.5125	7.12501e+06
3.675	0.5175	6.92121e+06
3.675	0.5225	6.39879e+06
3.675	0.5275	6.41779e+06
3.675	0.5325	6.17557e+06
3.675	0.5375	6.19165e+06
3.675	0.5425	6.02603e+06
3.675	0.5475	5.70976e+06
3.675	0.5525	5.44234e+06
3.675	0.5575	5.20524e+06
3.675	0.5625	5.61541e+06
3.675	0.5675	4.82651e+06
3.675	0.5725	4.77975e+06
3.675	0.5775	4.88846e+06
3.675	0.5825	4.62118e+06
3.675	0.5875	4.39885e+06
3.675	0.5925	4.45238e+06
3.675	0.5975	4.2554e+06
3.675	0.6025	4.12008e+06
3.675	0.6075	4.10935e+06
3.675	0.6125	3.94733e+06
3.675	0.6175	3.55179e+06
3.675	0.6225	3.56728e+06
3.675	0.6275	3.67324e+06
3.675	0.6325	3.31194e+06
3.675	0.6375	3.3229e+06
3.675	0.6425	3.19903e+06
3.675	0.6475	3.23983e+06
3.675	0.6525	2.84206e+06
3.675	0.6575	2.6655e+06
3.675	0.6625	2.59598e+06
3.675	0.6675	2.60649e+06
3.675	0.6725	2.68485e+06
3.675	0.6775	2.6546e+06
3.675	0.6825	2.60757e+06
3.675	0.6875	2.47091e+06
3.675	0.6925	2.37477e+06
3.675	0.6975	2.04252e+06
3.675	0.7025	1.94512e+06
3.675	0.7075	2.02598e+06
3.675	0.7125	1.8193e+06
3.675	0.7175	1.78415e+06
3.675	0.7225	1.87855e+06
3.675	0.7275	1.7142e+06
3.675	0.7325	1.66392e+06
3.675	0.7375	1.61899e+06
3.675	0.7425	1.58158e+06
3.675	0.7475	1.51492e+06
3.675	0.7525	1.41157e+06
3.675	0.7575	1.46136e+06
3.675	0.7625	1.37252e+06
3.675	0.7675	1.29494e+06
3.675	0.7725	1.16118e+06
3.675	0.7775	1.0904e+06
3.675	0.7825	1.15259e+06
3.675	0.7875	1.16448e+06
3.675	0.7925	1.12296e+06
3.675	0.7975	971765
3.675	0.8025	971342
3.675	0.8075	961717
3.675	0.8125	958443
3.675	0.8175	976634
3.675	0.8225	933237
3.675	0.8275	934495
3.675	0.8325	854060
3.675	0.8375	755153
3.675	0.8425	785968
3.675	0.8475	770848
3.675	0.8525	689806
3.675	0.8575	675842
3.675	0.8625	680596
3.675	0.8675	660214
3.675	0.8725	642563
3.675	0.8775	617042
3.675	0.8825	561782
3.675	0.8875	562338
3.675	0.8925	547567
3.675	0.8975	539070
3.675	0.9025	522403
3.675	0.9075	470774
3.675	0.9125	479032
3.675	0.9175	463457
3.675	0.9225	457562
3.675	0.9275	483408
3.675	0.9325	438123
3.675	0.9375	413493
3.675	0.9425	375315
3.675	0.9475	391962
3.675	0.9525	445023
3.675	0.9575	430523
3.675	0.9625	370435
3.675	0.9675	379206
3.675	0.9725	380391
3.675	0.9775	350426
3.675	0.9825	328424
3.675	0.9875	296628
3.675	0.9925	287598
3.675	0.9975	270016
3.725	0.3075	53312.6
3.725	0.3125	2.53947e+06
3.725	0.3175	6.05936e+06
3.725	0.3225	6.36563e+06
3.725	0.3275	8.58638e+06
3.725	0.3325	1.37822e+07
3.725	0.3375	1.47168e+07
3.725	0.3425	1.42502e+07
3.725	0.3475	1.53983e+07
3.725	0.3525	1.70034e+07
3.725	0.3575	1.67466e+07
3.725	0.3625	1.61736e+07
3.725	0.3675	1.63112e+07
3.725	0.3725	1.53966e+07
3.725	0.3775	1.49527e+07
3.725	0.3825	1.49543e+07
3.725	0.3875	1.4572e+07
3.725	0.3925	1.3047e+07
3.725	0.3975	1.34107e+07
3.725	0.4025	1.35638e+07
3.725	0.4075	1.25236e+07
3.725	0.4125	1.23581e+07
3.725	0.4175	1.23687e+07
3.725	0.4225	1.19281e+07
3.725	0.4275	1.15304e+07
3.725	0.4325	1.10507e+07
3.725	0.4375	1.08363e+07
3.725	0.4425	1.02006e+07
3.725	0.4475	1.00086e+07
3.725	0.4525	1.00869e+07
3.725	0.4575	8.99396e+06
3.725	0.4625	9.08204e+06
3.725	0.4675	9.09802e+06
